@id,rdf:type{URIRef},rdfs:comment{Literal},rdfs:label{Literal}
survol:StackLimit,rdf:Property,The StackBase property indicates the limit of the thread's stack.,StackLimit
survol:StackReceiveIndicationCyclesPersec,rdf:Property,"Stack Receive Indication Cycles/sec is the average rate, in cycles per second, at which the stack processed a receive indication call from an interface.",StackReceiveIndicationCyclesPersec
survol:StackSendCompleteCyclesPersec,rdf:Property,"Stack Send Complete Cycles/sec is the average rate, in cycles per second, at which the stack processed transmit-complete notifications from an interface.",StackSendCompleteCyclesPersec
survol:StackWalkDepth,rdf:Property,This counter displays the depth of the stack during that last runtime Code Access Security check. Runtime Code Access Security check is performed by crawling the stack. This counter is not an average; it just displays the last observed value.,StackWalkDepth
survol:StaleCacheEntries,rdf:Property,The total number of unresponsive peer nodes that have been deleted from the cache associated with this DRT instance.,StaleCacheEntries
survol:StaleRateObjectWaitsPersec,rdf:Property,Number of waits due to stale rate objects (per second).,StaleRateObjectWaitsPersec
survol:Stalecacheentry,rdf:Property,Number of stale cache entries for this PNRP Cloud,Stalecacheentry
survol:StandardBias,rdf:Property,"The StandardBias property specifies a bias value to be used when daylight savings time is not in effect. This member is ignored if a value for the StandardDay member is not supplied. The value of this member is added to the Bias member to form the bias during standard time.
Example: 0",StandardBias
survol:StandardDay,rdf:Property,"The StandardDay property specifies the StandardDayOfWeekof the StandardMonth when the transition from daylight saving time to standardtime occurs on this operating system.

Example: 31 
If  the transition day StandardDayOfWeek  occurs on a Sunday, then thevalue 1 denotes the first Sunday of the StandardMonth, 2 denotes the secondSunday, and so forth, and 5 denotes the last Sunday of the StandardMonth.",StandardDay
survol:StandardDayOfWeek,rdf:Property,"The StandardDayOfWeek property specifies the day of the week when the transition from daylight savings time to standard time occurs on this operating system.
Example: 1",StandardDayOfWeek
survol:StandardHour,rdf:Property,"The StandardHour property specifies the hour of the day when the transition from daylight savings time to standard time occurs on this operating system.
Example: 11",StandardHour
survol:StandardJitFailures,rdf:Property,This counter displays the peak number of methods the JIT compiler has failed to JIT since the start of the application. This failure can occur if the IL cannot be verified or if there was an internal error in the JIT compiler.,StandardJitFailures
survol:StandardMillisecond,rdf:Property,The StandardMillisecond property specifies the millisecond of the StandardSecond when the transition from daylight savings time to standard time occurs on this operating system.,StandardMillisecond
survol:StandardMinute,rdf:Property,"The StandardMinute property specifies the minute of the StandardDay when the transition from daylight savings time to standard time occurs on this operating system.
Example: 59",StandardMinute
survol:StandardMonth,rdf:Property,"The StandardMonth property specifies the month when the transition from daylight savings time to standard time occurs on this operating system.
Example: 12",StandardMonth
survol:StandardName,rdf:Property,"The StandardName property indicates the name of the time zone being represented when standard time is in effect.
Example: EST = Eastern Standard Time. ",StandardName
survol:StandardSecond,rdf:Property,"The StandardSecond property specifies the second of the StandardMinute when the transition from daylight savings time to standard time occurs on this operating system.
Example: 59",StandardSecond
survol:StandardYear,rdf:Property,"The StandardYear property indicates the year when standard time is in effect. This member is not required.
Example: 1997",StandardYear
survol:StandbyCacheCoreBytes,rdf:Property,"Standby Cache Core Bytes is the amount of physical memory, in bytes, that is assigned to the core standby cache page lists. This memory contains cached data and code that is not actively in use by processes, the system and the system cache. It is immediately available for allocation to a process or for system use. If the system runs out of available free and zero memory, memory on lower priority standby cache page lists will be repurposed before memory on higher priority standby cache page lists.",StandbyCacheCoreBytes
survol:StandbyCacheNormalPriorityBytes,rdf:Property,"Standby Cache Normal Priority Bytes is the amount of physical memory, in bytes, that is assigned to the normal priority standby cache page lists. This memory contains cached data and code that is not actively in use by processes, the system and the system cache. It is immediately available for allocation to a process or for system use. If the system runs out of available free and zero memory, memory on lower priority standby cache page lists will be repurposed before memory on higher priority standby cache page lists.",StandbyCacheNormalPriorityBytes
survol:StandbyCacheReserveBytes,rdf:Property,"Standby Cache Reserve Bytes is the amount of physical memory, in bytes, that is assigned to the reserve standby cache page lists. This memory contains cached data and code that is not actively in use by processes, the system and the system cache. It is immediately available for allocation to a process or for system use. If the system runs out of available free and zero memory, memory on lower priority standby cache page lists will be repurposed before memory on higher priority standby cache page lists.",StandbyCacheReserveBytes
survol:StandbyListMBytes,rdf:Property,"Approximate amount of physical memory on the standby page list for a NUMA node, in megabytes. This counter is available only on 64-bit systems.",StandbyListMBytes
survol:StartAddr,rdf:Property,"No WMI description for property StartAddr:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",StartAddr
survol:StartAddress,rdf:Property,Starting virtual address for this thread.,StartAddress
survol:StartMeasurementDate,rdf:Property,The UTC time at which reliability metric data collection began,StartMeasurementDate
survol:StartMode,rdf:Property,"The StartMode property indicates the start mode of the Win32 base service. ""Boot"" specifies a device driver started by the operating system loader. This value is valid only for driver services. ""System"" specifies a device driver started by the IoInitSystem function. This value is valid only for driver services. ""Automatic"" specifies a service to be started automatically by the service control manager during system startup. ""Manual"" specifies a service to be started by the service control manager when a process calls the StartService function. ""Disabled"" specifies a service that can no longer be started.",StartMode
survol:StartName,rdf:Property,"The StartName property indicates the account name under which the service runs. Depending on the service type, the account name may be in the form of ""DomainName\Username"".  The service process will be logged using one of these two forms when it runs. If the account belongs to the built-in domain, "".\Username"" can be specified. If NULL is specified, the service will be logged on as the LocalSystem account. For kernel or system level drivers, StartName contains the driver object name (that is, \FileSystem\Rdr or \Driver\Xns) which the input and output (I/O) system uses to load the device driver. Additionally, if NULL is specified, the driver runs with a default object name created by the I/O system based on the service name.
Example: DWDOM\Admin.",StartName
survol:StartTime,rdf:Property,Time that the job was begun.,StartTime
survol:StartType,rdf:Property,"This property is a set of bit flags that specify when to start the service.
 One of the following types of service start must be specified in this column.
 Type of service start 
 Value 
 Description 

SERVICE_AUTO_START 
 0x00000002 
 A service start during startup of the system.

SERVICE_DEMAND_START 
 0x00000003 
 A service start when the service control manager calls the StartService function.

SERVICE_DISABLED 
 0x00000004 
 Specifies a service that can no longer be started.

The following types of service starts are valid only for driver services.
 Type of driver service start
 ValueDescription 

SERVICE_BOOT_START 
 0x00000000 
 A device driver started by the operating system loader.

SERVICE_SYSTEM_START 
 0x00000001 
 A device driver started by calling the IoInitSystem function. Use this in the ServiceControl Table, with the StartServices action put after the InstallServices action, to start a driver service during an install.",StartType
survol:Started,rdf:Property,"Started is a boolean indicating whether the service has been started (TRUE), or stopped (FALSE).",Started
survol:StartedDocuments,rdf:Property,"The number of documents initiated into the Gatherer service. This includes the number of documents on hold, in the active queue, and currently filtered. When this number goes to zero during a crawl, it means the crawl will be done soon.",StartedDocuments
survol:StartingAddress,rdf:Property,The StartingAddress property contains the starting address of memory mapped I/O. The hardware resource identifier property should be set to this value to construct the mapped I/O resource key.,StartingAddress
survol:StartingOffset,rdf:Property,"The StartingOffset property indicates the starting offset (in bytes) of the partition.
Example: 32256",StartingOffset
survol:StartupTime,rdf:Property,"No WMI description for property StartupTime:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",StartupTime
survol:State,rdf:Property,The State property indicates the current state of the base service.,State
survol:StateServerSessionsAbandoned,rdf:Property,The number of sessions that have been explicitly abandoned.,StateServerSessionsAbandoned
survol:StateServerSessionsActive,rdf:Property,The current number of sessions currently active.,StateServerSessionsActive
survol:StateServerSessionsTimedOut,rdf:Property,The number of sessions timed out.,StateServerSessionsTimedOut
survol:StateServerSessionsTotal,rdf:Property,The number of sessions total.,StateServerSessionsTotal
survol:Stats,rdf:Property,No description for property:Stats,Stats
survol:Status,rdf:Property,"No WMI description for property Status:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",Status
survol:StatusCode,rdf:Property,"No WMI description for property StatusCode:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",StatusCode
survol:StatusError,rdf:Property,The number of filtered documents which returned an error.,StatusError
survol:StatusInfo,rdf:Property,"StatusInfo is a string indicating whether the logical device is in an enabled (value = 3), disabled (value = 4) or some other (1) or unknown (2) state. If this property does not apply to the logical device, the value, 5 (""Not Applicable""), should be used.",StatusInfo
survol:StatusMask,rdf:Property,The StatusMask property specifies a bitmap of the possible statuses relating to this print job.,StatusMask
survol:StatusSuccess,rdf:Property,The number of successfully filtered documents.,StatusSuccess
survol:StdRegProv,rdfs:Class,"The StdRegProv class contains methods that interact with the system registry. You can use these methods to: 
Verify the access permissions for a user 
Create, enumerate, and delete registry keys 
Create, enumerate, and delete named values 
Read, write, and delete data values ",StdRegProv
survol:StemmersCached,rdf:Property,Number of available cached stemmer instances. Too many may indicate a resource usage problem.,StemmersCached
survol:Stepping,rdf:Property,Stepping is a free-form string indicating the revision level of the processor within the processor family.,Stepping
survol:StolenNodeMemoryKB,rdf:Property,Amount of memory the server is using on this node for the purposes other than database pages.,StolenNodeMemoryKB
survol:StolenServerMemoryKB,rdf:Property,Amount of memory the server is currently using for the purposes other than the database pages.,StolenServerMemoryKB
survol:StopBits,rdf:Property,"The StopBits specifies the number of stop bits to be used. StopBits separate each unit of data on an asynchronous serial connection. They are also sent continuously when no data is available for transmission.
Example: 1",StopBits
survol:StoredProceduresInvokedPersec,rdf:Property,The number of stored procedures that are being invoked per second.,StoredProceduresInvokedPersec
survol:StreamingBackupPagesReadPersec,rdf:Property,Streaming Backup Pages Read/sec is the rate of database read operations performed for the purpose of streaming backups.,StreamingBackupPagesReadPersec
survol:StreamingExecutions,rdf:Property,Number of external scripts executed with @r_rowsPerRead parameter,StreamingExecutions
survol:StringFormat,rdf:Property,The StringFormat property describes the type of characters used for text passed through the modem.,StringFormat
survol:StringParameter,rdf:Property,The StringParameter property is currently always NULL.,StringParameter
survol:SubclassCode,rdf:Property,Indicates the USB subclass code.,SubclassCode
survol:SuboptimalplansPersec,rdf:Property,Number of suboptimal query plans generated per second in the workload group.,SuboptimalplansPersec
survol:SuccessRate,rdf:Property,The number of successfully filtered documents per second.,SuccessRate
survol:SuccessfulExtendedModeNegotiations,rdf:Property,Successful Extended Mode Negotiations is the number of extended mode negotiations completed since IPsec was last started.,SuccessfulExtendedModeNegotiations
survol:SuccessfulExtendedModeNegotiationsPersec,rdf:Property,Successful Extended Mode Negotiations per Second is the rate of extended mode negotiations completed.,SuccessfulExtendedModeNegotiationsPersec
survol:SuccessfulMainModeNegotiations,rdf:Property,Successful Main Mode Negotiations is the number of main mode negotiations completed since IPsec was last started.,SuccessfulMainModeNegotiations
survol:SuccessfulMainModeNegotiationsPersec,rdf:Property,Successful Main Mode Negotiations per Second is the rate of main mode negotiations completed.,SuccessfulMainModeNegotiationsPersec
survol:SuccessfulNegotiations,rdf:Property,"Successful Negotiations is the number of negotiations completed for IKEv1, AuthIP, and IKEv2 since IPsec was last started.",SuccessfulNegotiations
survol:SuccessfulNegotiationsPersec,rdf:Property,"Successful Negotiations per Second is the rate of negotiations completed for IKEv1, AuthIP, and IKEv2.",SuccessfulNegotiationsPersec
survol:SuccessfulQuickModeNegotiations,rdf:Property,Successful Quick Mode Negotiations is the number of quick mode negotiations completed since IPsec was last started.,SuccessfulQuickModeNegotiations
survol:SuccessfulQuickModeNegotiationsPersec,rdf:Property,Successful Quick Mode Negotiations per Second is the rate of quick mode negotiations completed.,SuccessfulQuickModeNegotiationsPersec
survol:Successfuljobs,rdf:Property,Number of successful jobs.,Successfuljobs
survol:Successfulsystemjobs,rdf:Property,Number of successful system jobs.,Successfulsystemjobs
survol:SuiteMask,rdf:Property,"The SuiteMask property indicates a set of bit flags that identify the product suites available on the system. This member can be a combination of the following values: 
0 - Windows Server 2003, Small Business Edition 
1 - Windows Server 2003, Enterprise Edition 
2 - Windows Server 2003, Backoffice Edition 
3 - Windows Server 2003, Communications Edition 
4 - Microsoft Terminal Services 
5 - Windows Server 2003, Small Business Edition Restricted 
6 - Windows XP Embedded 
7 - Windows Server 2003, Datacenter Edition 
8 - Single User 
9 - Windows XP Home Edition 
10 - Windows Server 2003, Web Edition",SuiteMask
survol:SuperLatchDemotionsPersec,rdf:Property,Number of SuperLatches that have been demoted to regular latches,SuperLatchDemotionsPersec
survol:SuperLatchPromotionsPersec,rdf:Property,Number of latches that have been promoted to SuperLatches,SuperLatchPromotionsPersec
survol:SuperclassName,rdf:Property,"The SuperclassName property, if not NULL or blank, specifies a superclass name. Only classes that are subclasses of this class are returnedIf NULL or blank, and Flags contains WBEM_FLAG_SHALLOW,only top-level classes, that is, those which have noparent class or superclass, are returned. If it isNULL or blank and Flags is WBEM_FLAG_DEEP, all classes within the namespace are returned.",SuperclassName
survol:SupportAccessId,rdf:Property,"SupportAccessID is an arbitrary, free form string defined by the product vendor or by the organization that deploys the product.  This property, since it is a key, should be unique throughout the enterprise.",SupportAccessId
survol:SupportContactDescription,rdf:Property,The SupportContactDescription property is an array that indicates the support contact information for the Win32 computer system.,SupportContactDescription
survol:SupportedPlatform,rdf:Property,The SupportedPlatform property indicates the operating environments that the driver is intended for.  Examples are 'Windows NT x86' or 'Windows IA64'.,SupportedPlatform
survol:SupportedSRAM,rdf:Property,The SupportedSRAM property indicates the supported types of Static Random Access Memory (SRAM) that can be used for the cache memory.,SupportedSRAM
survol:Supports16BitMode,rdf:Property,"The Supports16BitMode property indicates whether 16-bit mode is supported on this serial port.
Values: TRUE or FALSE. A value of TRUE indicates 16-bit mode is supported.",Supports16BitMode
survol:SupportsBatching,rdf:Property,"No WMI description for property SupportsBatching:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsBatching
survol:SupportsBroadcasting,rdf:Property,"The SupportsBroadcasting property indicates whether the protocol supports a mechanism for broadcasting messages across the network.
Values: TRUE or FALSE. A value of TRUE indicates the protocol supports broadcasting.",SupportsBroadcasting
survol:SupportsCallback,rdf:Property,Indication of whether the modem supports call-back,SupportsCallback
survol:SupportsColor,rdf:Property,Boolean indicating whether the flat panel supports color display.,SupportsColor
survol:SupportsConnectData,rdf:Property,"The SupportsConnectData property indicates whether the protocol allows data to be connected across the network.
Values: TRUE or FALSE. A value of TRUE indicates the protocol allows data to be connected.",SupportsConnectData
survol:SupportsDTRDSR,rdf:Property,"The SupportsDTRDSR property indicates whether Data Terminal Ready (DTR) and Data Set Ready (DSR) signals are supported on this serial port.
Values: TRUE or FALSE. A value of TRUE indicates DTR and DSR signals are supported.",SupportsDTRDSR
survol:SupportsDelete,rdf:Property,"No WMI description for property SupportsDelete:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsDelete
survol:SupportsDisconnectData,rdf:Property,"The SupportsDisconnectData property indicates whether the protocol allows data to be disconnected across the network.
Values: TRUE or FALSE. A value of TRUE indicates the protocol allows data to be disconnected.",SupportsDisconnectData
survol:SupportsDiskQuotas,rdf:Property,The SupportsDiskQuotas property indicates if the volume supports disk quotas.,SupportsDiskQuotas
survol:SupportsElapsedTimeouts,rdf:Property,"The SupportsElapsedTimeouts property indicates whether elapsed timeouts are supported on this serial port. Elapsed timeouts track the total amount of time between data transmissions.
Values: TRUE or FALSE.  A value of TRUE indicates elapsed timeouts are supported.",SupportsElapsedTimeouts
survol:SupportsEncryption,rdf:Property,"The SupportsEncryption property indicates whether the protocol supports data encryption.
Values: TRUE or FALSE. A value of TRUE indicates the protocol supports data encryption.",SupportsEncryption
survol:SupportsEnumeration,rdf:Property,"No WMI description for property SupportsEnumeration:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsEnumeration
survol:SupportsExpeditedData,rdf:Property,"The SupportsExpeditedData property indicates whether the protocol supports expedited data (also known as urgent data) across the network. Expedited data can bypass flow control and receive priority over normal data packets.
Values: TRUE or FALSE.  A value of TRUE indicates the protocol supports expedited data.",SupportsExpeditedData
survol:SupportsExplicitShutdown,rdf:Property,"No WMI description for property SupportsExplicitShutdown:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsExplicitShutdown
survol:SupportsExtendedStatus,rdf:Property,"No WMI description for property SupportsExtendedStatus:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsExtendedStatus
survol:SupportsFileBasedCompression,rdf:Property,The SupportsFileBasedCompression property indicates if the volume supports file based compression as is the case with the NTFS file system.,SupportsFileBasedCompression
survol:SupportsFragmentation,rdf:Property,"The SupportsFragmentation property indicates whether the protocol supports transmitting the data in fragments. Physical network Maximum Transfer Unit (MTU) is hidden from applications. Each media type has a maximum frame size that cannot be exceeded. The link layer is responsible for discovering the MTU and reporting it to the protocols being used. 
Values: TRUE or FALSE. A value of TRUE indicates the protocol supports transmitting the data in fragments.",SupportsFragmentation
survol:SupportsGet,rdf:Property,"No WMI description for property SupportsGet:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsGet
survol:SupportsGracefulClosing,rdf:Property,"The SupportsGracefulClosing property indicates whether the protocol supports two-phase close operations - also known as graceful close operations. If not, the protocol supports only abortive close operations. 
Values: TRUE or FALSE. A value of TRUE indicates the protocol supports graceful closing of network connections.",SupportsGracefulClosing
survol:SupportsGuaranteedBandwidth,rdf:Property,"The SupportsGuaranteedBandwidth property indicates whether the protocol has a mechanism to establish and maintain a guaranteed bandwidth.
Values: TRUE or FALSE. A value of TRUE indicates the protocol supports a guaranteed bandwidth.",SupportsGuaranteedBandwidth
survol:SupportsHotPlug,rdf:Property,Boolean indicating whether the slot supports hot-plug of adapter cards.,SupportsHotPlug
survol:SupportsIntTimeouts,rdf:Property,"The SupportsIntTimeouts property indicates whether interval time-outs are supported. An interval timeout is the amount of time allowed to elapse between the arrival of each piece of data.
Values: TRUE or FALSE. A value of TRUE indicates interval timeouts are supported.",SupportsIntTimeouts
survol:SupportsMulticasting,rdf:Property,"The SupportsMulticasting property indicates whether the protocol supports multicasting.
Values: TRUE or FALSE. A value of TRUE indicates the protocol supports multicasting.",SupportsMulticasting
survol:SupportsParityCheck,rdf:Property,"The SupportsParityCheck property indicates whether parity checking is supported on this serial port.
Values: TRUE or FALSE. A value of TRUE indicates parity checking is supported.",SupportsParityCheck
survol:SupportsPut,rdf:Property,"No WMI description for property SupportsPut:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsPut
survol:SupportsQualityofService,rdf:Property,"The SupportsQualityofService property indicates whether the protocol is capable of Quality of Service (QOS) support via the underlying layered service provider or transport carrier. QOS is a collection of components that enable differentiation and preferential treatment for subsets of data transmitted over the network. QOS loosely means subsets of data get higher priority or guaranteed service when traversing a network. 
Values:TRUE or FALSE. A value of TRUE indicates the protocol supports QOS.",SupportsQualityofService
survol:SupportsQuotas,rdf:Property,"No WMI description for property SupportsQuotas:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsQuotas
survol:SupportsRLSD,rdf:Property,"The SupportsRLSD property indicates whether Received Line Signal Detect (RLSD) is supported on this serial port.
Values: TRUE or FALSE. A value of TRUE indicates RLSD is supported.",SupportsRLSD
survol:SupportsRTSCTS,rdf:Property,"The SupportsRTSCTS property indicates whether Ready To Send (RTS) and Clear To Send (CTS) signals are supported on this serial port.
Values: TRUE or FALSE. A value of TRUE indicates RTS and CTS signals are supported.",SupportsRTSCTS
survol:SupportsSendStatus,rdf:Property,"No WMI description for property SupportsSendStatus:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsSendStatus
survol:SupportsShutdown,rdf:Property,"No WMI description for property SupportsShutdown:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsShutdown
survol:SupportsSpecialCharacters,rdf:Property,"The SupportsSpecialCharacters property indicates whether serial port control characters are supported. These characters signal events rather than data. These characters are not displayable and are set by the driver. They include EofChar, ErrorChar, BreakChar, EventChar, XonChar, and XoffChar.
Values: TRUE or FALSE. A value of TRUE indicates special characters are supported.",SupportsSpecialCharacters
survol:SupportsSynchronousConnect,rdf:Property,"Boolean indicating that synchronous, as well as asynchronous, communication is supported.",SupportsSynchronousConnect
survol:SupportsThrottling,rdf:Property,"No WMI description for property SupportsThrottling:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsThrottling
survol:SupportsTransactions,rdf:Property,"No WMI description for property SupportsTransactions:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",SupportsTransactions
survol:SupportsXOnXOff,rdf:Property,"The SupportsXOnXOff property indicates whether XON/XOFF flow control is supported on this serial port.
Values: TRUE or FALSE. A value of TRUE indicates XON/XOFF is supported.",SupportsXOnXOff
survol:SupportsXOnXOffSet,rdf:Property,"The SupportsXOnXOffSet property indicates whether the communications provider supports configuration of the XON/XOFF flow control setting.
Values: TRUE or FALSE. A value of TRUE indicates  XON/XOFF flow control setting is supported.",SupportsXOnXOffSet
survol:SwapSpaceSize,rdf:Property, The SwapSpaceSize property specifies the minimum number of Kilobytes  of swap space that needs to be available on the target system.,SwapSpaceSize
survol:SweepexpiredrowsremovedPersec,rdf:Property,"The number of expired rows removed during dusty corner sweeps (on average), per second.",SweepexpiredrowsremovedPersec
survol:SweepexpiredrowstouchedPersec,rdf:Property,"The number of expired rows touched during dusty corner sweeps (on average), per second.",SweepexpiredrowstouchedPersec
survol:SweepexpiringrowstouchedPersec,rdf:Property,"The number of expiring rows touched during dusty corner sweeps (on average), per second.",SweepexpiringrowstouchedPersec
survol:SweeprowstouchedPersec,rdf:Property,"The number of rows touched during dusty corner sweeps (on average), per second.",SweeprowstouchedPersec
survol:SweepscansstartedPersec,rdf:Property,"The number of dusty corner sweep scans started (on average), per second.",SweepscansstartedPersec
survol:SyncCopyReadsPersec,rdf:Property,"Sync Copy Reads/sec is the frequency of reads from pages of the file system cache that involve a memory copy of the data from the cache to the application's buffer.  The file system will not regain control until the copy operation is complete, even if the disk must be accessed to retrieve the page.",SyncCopyReadsPersec
survol:SyncDataMapsPersec,rdf:Property,"Sync Data Maps/sec counts the frequency that a file system, such as NTFS, maps a page of a file into the file system cache to read the page, and wishes to wait for the page to be retrieved if it is not in main memory.",SyncDataMapsPersec
survol:SyncFastReadsPersec,rdf:Property,"Sync Fast Reads/sec is the frequency of reads from the file system cache that bypass the installed file system and retrieve the data directly from the cache.  Normally, file I/O requests invoke the appropriate file system to retrieve data from a file, but this path permits direct retrieval of data from the cache without file system involvement if the data is in the cache.  Even if the data is not in the cache, one invocation of the file system is avoided.  If the data is not in the cache, the request (application program call) will wait until the data has been retrieved from disk.",SyncFastReadsPersec
survol:SyncMDLReadsPersec,rdf:Property,"Sync MDL Reads/sec is the frequency of reads from the file system cache that use a Memory Descriptor List (MDL) to access the pages.  The MDL contains the physical address of each page in the transfer, thus permitting Direct Memory Access (DMA) of the pages.  If the accessed page(s) are not in main memory, the caller will wait for the pages to fault in from the disk.",SyncMDLReadsPersec
survol:SyncPinReadsPersec,rdf:Property,"Sync Pin Reads/sec is the frequency of reading data into the file system cache preparatory to writing the data back to disk.  Pages read in this fashion are pinned in memory at the completion of the read.  The file system will not regain control until the page is pinned in the file system cache, in particular if the disk must be accessed to retrieve the page.  While pinned, a page's physical address in the file system cache will not be altered.",SyncPinReadsPersec
survol:Synch,rdf:Property,"The Synch property specifies the length of time after which the next interrupt is assumed to indicate the start of a new device packet (partial packets are discarded). In the event that an interrupt is lost, this allows the pointing device driver to synchronize its internalrepresentation of the packet state with the hardware state.",Synch
survol:Synchronisation,rdf:Property,"The Synchronisation property, if applicable, defines the server synchronisation model, can take on one of the following values: 
0 - Ignored 
 1 - None 
 2 - Supported 
 3 - Required 
 4 - RequiresNew 
 5 - Unknown",Synchronisation
survol:SynchronizingBytes,rdf:Property,The number of bytes of the virtual disk that need synchronization.,SynchronizingBytes
survol:SynchronizingCount,rdf:Property,The number of slabs of the virtual disk that need synchronization.,SynchronizingCount
survol:SyntheticInterruptHypercallsPersec,rdf:Property,The rate of Synthetic Interrupt hypercalls made by guest code on the virtual processor.,SyntheticInterruptHypercallsPersec
survol:SyntheticInterruptsPersec,rdf:Property,The rate of synthetic interrupts delivered to the virtual processor.,SyntheticInterruptsPersec
survol:System,rdf:Property,"No WMI description for property System:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",System
survol:SystemBiosMajorVersion,rdf:Property,Identifies the major release of the System BIOS.,SystemBiosMajorVersion
survol:SystemBiosMinorVersion,rdf:Property,Identifies the minor release of the System BIOS.,SystemBiosMinorVersion
survol:SystemCacheResidentBytes,rdf:Property,"System Cache Resident Bytes is the size, in bytes, of the portion of the system file cache which is currently resident and active in physical memory. The System Cache Resident Bytes and Memory\\Cache Bytes counters are equivalent.  This counter displays the last observed value only; it is not an average.",SystemCacheResidentBytes
survol:SystemCallsPersec,rdf:Property,"System Calls/sec is the combined rate of calls to operating system service routines by all processes running on the computer. These routines perform all of the basic scheduling and synchronization of activities on the computer, and provide access to non-graphic devices, memory management, and name space management. This counter displays the difference between the values observed in the last two samples, divided by the duration of the sample interval.",SystemCallsPersec
survol:SystemCodeResidentBytes,rdf:Property,"System Code Resident Bytes is the size, in bytes, of the pageable operating system code that is currently resident and active in physical memory. This value is a component of Memory\\System Code Total Bytes. Memory\\System Code Resident Bytes (and Memory\\System Code Total Bytes) does not include code that must remain in physical memory and cannot be written to disk. This counter displays the last observed value only; it is not an average.",SystemCodeResidentBytes
survol:SystemCodeTotalBytes,rdf:Property,"System Code Total Bytes is the size, in bytes, of the pageable operating system code currently mapped into the system virtual address space. This value is calculated by summing the bytes in Ntoskrnl.exe, Hal.dll, the boot drivers, and file systems loaded by Ntldr/osloader.  This counter does not include code that must remain in physical memory and cannot be written to disk. This counter displays the last observed value only; it is not an average.",SystemCodeTotalBytes
survol:SystemCreationClassName,rdf:Property,The scoping system's creation class name.,SystemCreationClassName
survol:SystemDevice,rdf:Property,The SystemDevice property indicates the physical disk partition the operating system is installed on.,SystemDevice
survol:SystemDirectory,rdf:Property,"The SystemDirectory property indicates the system directory of the operating system.
Example: C:\WINDOWS\SYSTEM32",SystemDirectory
survol:SystemDrive,rdf:Property,"The SystemDrive property contains the letter of the disk drive that the operating system resides on.
Example: C:",SystemDrive
survol:SystemDriverResidentBytes,rdf:Property,"System Driver Resident Bytes is the size, in bytes, of the pageable physical memory being used by device drivers. It is the working set (physical memory area) of the drivers. This value is a component of Memory\\System Driver Total Bytes, which also includes driver memory that has been written to disk. Neither Memory\\System Driver Resident Bytes nor Memory\\System Driver Total Bytes includes memory that cannot be written to disk.",SystemDriverResidentBytes
survol:SystemDriverTotalBytes,rdf:Property,"System Driver Total Bytes is the size, in bytes, of the pageable virtual memory currently being used by device drivers. Pageable memory can be written to disk when it is not being used. It includes both physical memory (Memory\\System Driver Resident Bytes) and code and data paged to disk. It is a component of Memory\\System Code Total Bytes. This counter displays the last observed value only; it is not an average.",SystemDriverTotalBytes
survol:SystemElement,rdf:Property,No description for property:SystemElement,SystemElement
survol:SystemFamily,rdf:Property,This text string identifies the family to which a particular computer belongs. A family refers to a set of computers that are similar but not identical from a hardware or software point of view,SystemFamily
survol:SystemIOtrafficrate,rdf:Property,System IO (disk) traffic rate in KB/s detected by back off logic,SystemIOtrafficrate
survol:SystemJobsactivatedPerminute,rdf:Property,Number of system jobs activated within the last minute.,SystemJobsactivatedPerminute
